299594869013653613673903396733537038698,225392755106795541420874871737812237210,69,66,63,71,64,56,68,66,68,62,62,
140406992392065144856133564294749195100,325756168745993194310974724321274079164,72,59,72,54,68,73,62,59,72,59,62,
118820636711263484627111104892448714806,288138857048403019885114301496453300589,61,58,70,68,71,71,72,65,67,65,64,
178885785333743403610746389826829954153,224521036246752118985655935325103243441,59,69,52,74,65,57,70,64,61,67,65,
154375835613519165177204700869609454926,326452868619008719159781803997548882046,60,67,65,64,57,67,67,68,67,63,64,
210012058307659629368074134470234318312,301652626635057192855759563464848708012,62,67,60,64,55,62,69,67,62,60,57,
52392181704229476472172460958680720531,139205924363820895163453340921961960340,60,57,58,59,60,66,61,70,64,62,64,
93305395254464244328411324603767166403,288333299138614376838810569875523587046,56,65,62,61,68,69,67,61,63,63,66,
313096965737255087029818977584252547513,195863713093789056071966262031373182040,68,67,55,55,72,59,64,64,60,70,53,
126959995395865884300831555784739118812,217415215710556442373943609428823014777,61,70,66,61,68,76,65,58,56,58,73,
73139127287431284725821406034129534915,184135767062226352561090362455660664823,60,69,72,60,64,75,60,65,71,66,67,
208113942999427120208528536533430618323,149806727001516880848436628352140804149,57,67,68,71,66,57,67,61,66,61,64,
265821565531102412294630319928031251300,277492807546503706249527432414013772270,55,55,65,75,55,66,65,57,63,58,63,
332692121711537445742804313837028729389,225630358732919286418783525432072921196,62,64,70,69,60,55,62,58,74,54,69,
235354136248834450485471239627095540163,223632919828396561097179046732353619498,73,61,64,59,51,59,69,60,63,65,60,
93291214809781982462122773468194560581,15069449431223620439798281182526366847,53,56,68,66,67,59,70,66,55,60,67,
325731860960621960166974702465206758676,202210549491473469756505943027225081946,75,74,70,61,66,67,68,58,62,57,61,
307111392839238501291797528494034860609,134403566416161753206901916114563562415,63,61,57,62,77,72,61,62,63,55,69,
275543661303794873359104702850304075196,183549034675670245197973434782167848931,74,71,57,63,58,68,67,59,64,66,66,
8741407689534254016218436696364526859,51462191367540011029864905425116126568,59,58,58,63,65,55,63,54,63,69,63,
167862177186130759075766591681387334402,226894964897003235995749114074683283902,60,63,59,66,67,65,64,64,67,63,71,
129603150368513651722701510101797438943,66371224884470042215324662140467915969,69,61,78,69,68,72,56,67,67,69,63,
299543344097581311988927336643649137701,122283136502608927174591053640110969126,60,61,58,70,66,70,68,66,70,65,60,
219351086951469686290067255492530973320,66671720348171915350793641112789656244,66,55,66,67,71,65,57,59,59,56,57,
335833243007449279350374841730650189276,153605505167148122379037373868007026700,60,65,59,57,56,65,64,64,59,63,67,
109258031707172995029095725877487440935,127453447940997049202138461359927940480,48,68,68,55,56,60,62,70,76,63,63,
189458138723874570006362949860145240066,42582763149203413485030804190745965385,65,62,63,61,59,64,64,57,75,71,55,
163720243158047735359539216683668597848,276342622128783479797505796083488597166,68,65,63,68,73,79,68,67,60,55,74,
71773898398712620490637878973392434842,156253407975795980525371881098449776799,64,61,71,67,68,58,63,69,63,59,68,
163493423137746413045361759542677498203,109135885224743758493776114441509595652,63,60,76,66,64,65,61,61,64,71,62,
284224552765816773927094623764144184037,124221286111815771899973572523003058379,61,75,62,66,67,51,57,60,66,64,68,
60674031986384459203593323296728134500,242624348546417334532667255683460264156,64,67,60,56,60,57,74,65,61,70,73,
5807873398359326205494779465106960444,155552876286285031917425822200987508484,46,59,66,76,64,65,61,57,63,61,61,
323407106586637613848581939510194006047,230648877314369144671466486841566140836,72,59,82,65,68,61,70,70,50,61,75,
81454271309043567783535827414111455887,267685033217641232157670983649301199554,71,66,55,62,61,60,61,64,69,59,59,
277246494318899884646713029210995368343,124630493110687207590309625258742100361,67,58,64,62,66,67,52,73,60,67,69,
37456874851038453130281260577301050027,265034854791096765155348478392518025601,67,65,62,63,69,65,71,66,60,72,68,
112692401882819069333159529950502263063,26237127910018985747564422762196765239,70,66,59,66,62,70,58,58,60,71,67,
175268169641916069537359374101053887170,40203842484914716116600477986342657377,68,67,65,57,60,53,59,67,63,61,71,
254354561091737114987170908382780076221,61945071630660283241665521624433833108,67,68,69,61,64,61,65,77,54,59,72,
40649125176168073807881526098022835954,119788474855075276982926508614656628016,54,71,73,62,71,62,64,68,67,67,62,
117853395269685156882742736100001053031,226881748610083323831117156257895201638,74,63,64,57,70,79,72,63,56,62,69,
156522865491082307500159492180000334309,237340710254841766270936831870840589696,67,69,59,65,53,57,72,63,76,71,59,
128483110406449561700603518593424920182,66104624258657697178397026032496166422,69,56,77,63,55,59,61,57,58,62,58,
126143104996738777502128764824377768599,325235333115248367970362808344535576203,62,65,75,61,54,62,72,62,74,64,69,
24539658432587819529911633836859034992,240242241431002687582705530130627749113,55,74,70,64,67,68,71,59,67,64,62,
129772045146609976413424570820930629411,31312304571091240318593686503023815873,68,59,54,68,57,71,65,60,60,59,70,
73005905022785160986933614650101131902,67564782727437916671317042541842759107,64,64,67,65,75,66,68,55,61,57,68,
167880594889159949312191553880425733833,149386287943815796925812149258673554142,68,63,59,63,61,74,67,64,63,64,55,
280094336720788791721130711268860290992,244538816388660063462022048976332888950,65,62,69,63,60,68,59,54,63,58,74,
18802219278211938591496724900007291148,139048248584269470882618799631312096303,58,62,60,64,66,63,62,69,60,65,66,
41348900409312588720141813679701000653,130477332231674231322411381291547164237,64,58,60,55,70,64,59,72,70,73,53,
75550083627751807503351933312288029395,245421613818157680126032566659907153863,65,61,60,52,70,66,65,64,69,67,63,
