192314491727302459832024558604749486974,13897080437213421961664647515467268381,66,56,63,61,69,54,65,62,70,62,56,
64573332086989322964947576653295138536,125920231263655847067688589206093702174,57,66,62,66,70,60,60,68,64,69,73,
133109455784628470921651970406743819535,155190078958565796876623018205417138898,60,58,68,65,60,57,67,76,58,56,64,
260739354925481624619448549515868470362,146680113327628179269592974039825946687,58,68,66,64,74,59,57,58,60,64,72,
234828693999721669441804243880046452261,61084244131792687997290707120922483262,58,58,59,66,57,64,75,64,67,62,74,
183046388453870497785502399769307177282,7632365607081792273733899101267943360,64,68,68,66,72,65,67,63,60,77,80,
68433106517778413266335320336189112447,293913139276146571159027866780616961592,63,63,56,73,73,70,62,73,67,58,65,
305454677264375687188392765199007617305,150314249262255085540134169160715739567,67,62,65,63,50,72,64,77,68,61,62,
199455522000769099838005517254494784849,279379330626268345386395498327547096065,58,62,65,66,68,66,58,65,59,62,63,
92548111239653413579891962030446484419,290808759891688588803530575711285232797,60,63,62,72,54,69,56,67,58,66,65,
115417554516960227636214086367822774896,156760810543938991423222850370571454885,68,70,62,60,55,70,66,53,64,63,63,
245792429925173963977816710349275360193,37537750100437307741464947782556108130,66,61,63,62,69,66,57,62,68,63,63,
297493739302941258634575413610539356118,204104646845919360631253976883392903033,63,74,47,64,60,59,67,64,57,64,70,
125184408662775550405444971372397152595,110203227706161249464645737732505699072,72,65,56,55,77,64,75,61,62,66,60,
145069447395887309364692521712708329701,174649798077434926027279581530396875042,69,62,60,62,66,59,71,71,63,66,66,
213397815201291949212268749622226045988,296249598646522465870560435264707088704,61,68,62,66,67,66,59,72,52,56,69,
78704950956964562556352805613131456817,158009761110721455692394135775474625397,79,63,57,71,63,69,66,70,70,68,72,
4092185554638256227313532790963706049,141190841547940445040445889657351445055,48,63,64,71,63,54,64,63,57,62,65,
53510064342563848160285003934399581759,39786464171726956318299100453404826793,61,72,60,60,57,64,51,61,64,63,59,
183094829709399153150065777971105212334,38000572506342998546002939712509101601,69,57,65,61,72,65,62,67,62,79,64,
315240862231792851003328154148564494230,53240552618471772786060390887959687087,54,64,64,58,62,61,69,70,58,60,66,
132817283924690730426733285057856462283,21033257756175414559241572466680102062,71,69,65,65,75,68,65,63,61,67,65,
23094923200918210404907900626497690625,18560051684791868530888067871931313130,60,71,68,65,54,65,65,67,67,61,63,
184457335067530786305097171146468117829,203588788701450091531507874312235213233,59,70,51,64,56,62,72,54,72,67,57,
214560594830170916684769961671628591197,162425278942236347247101816565868305812,65,64,61,61,64,58,63,68,61,57,73,
175878341523351027410600932024750899774,110566824456035074067643363259900263646,65,65,71,58,76,64,64,68,71,59,65,
17890856786012750918879363811012298564,318230916180355450450435921400723904947,68,52,62,65,61,54,56,61,63,72,67,
57647801109873284490920960889553171585,199163498766326901189423604144034557315,58,69,57,57,70,61,58,62,64,57,66,
191580832205859836596369348409014375322,265850110133734194519530683962191152529,61,67,58,65,55,76,56,77,47,74,49,
285667967313744810539446774931649445285,45565189767354429545784827173907787127,58,67,58,70,69,66,66,66,61,71,64,
165592570247351445707675345763159335885,52876241691473264931466594032978350404,70,75,64,62,53,63,64,69,73,49,69,
224844862812060597029919062925022892806,86769353514466806386583624068727117995,58,59,61,58,74,76,62,73,72,63,55,
237639073470965678848668848309758038570,260529529318331385442650488423698149346,61,66,63,62,65,69,64,71,56,60,56,
252072947645942927597958752362669201344,102307528622844474510139122747221995323,67,62,67,62,57,75,65,73,62,64,78,
106516595599577859544409858903988555670,276518992588264821047012723732802932167,60,53,65,60,57,65,48,76,61,61,61,
218759887009886481611818141402037208150,102453249219666431820756076076787246962,56,63,65,75,76,63,61,57,66,58,65,
281417700736853925340164240811436160031,256406176225307698371322880763007427313,61,63,64,66,58,65,60,63,72,58,54,
35417634182332562081205618339996745059,199733744352982638927796127689601907135,61,69,77,61,69,72,64,59,70,70,72,
41296456073408651005187199858545756644,309986733426211112457976588765150383844,61,58,76,59,64,54,63,65,63,70,59,
279379078375568887471374819662717840840,326685584964125257356492882502973471361,68,70,67,71,62,71,60,63,67,59,64,
