4854761774514869314760372549498694818,264804923078307682877591010613014542586,66,66,61,58,65,66,61,61,56,57,65,
91692061054944812360775322707964850918,174047729204323564824088753034684528460,62,61,71,62,65,59,59,66,65,64,72,
184097887862407481712079723039948172216,250496695988902237332124502934853901667,69,67,59,60,61,54,69,76,64,72,65,
160745496925838634473685468465828896694,15180789637400538195192867980342664861,56,71,63,55,51,67,52,60,65,80,70,
89549053293381024379120472638226503383,237326460486848864115418857910798914871,63,61,62,59,59,71,70,57,72,68,72,
45649580818873307557806210062680388208,76282487154076735947717401113591810377,66,72,62,57,63,63,65,71,69,59,66,
173689525287320441264000826065734725996,126486985185923881109447595558419246343,64,76,61,67,66,66,71,70,70,59,60,
36144683493440988604252697017059783144,303558624003048872734775300274702516651,66,65,64,55,64,64,58,71,69,58,63,
97246792325657765172069785031218702785,245436295318619223770319532441108520167,55,63,72,61,60,56,70,57,59,58,63,
5385163010789348619240069222846201745,320934132309585779843151021182102218286,58,64,57,67,66,64,59,72,57,48,63,
264729442217499094311939553246302704420,93804400809381818374909449718702571691,63,68,66,70,62,69,58,78,69,59,49,
120355844227270456466724092725387344780,22720709639071291670966652871987347430,64,62,64,67,56,56,50,62,57,58,69,
318826221315034265767666676379017493168,333064028733106259797749177783913762928,64,62,66,61,60,58,64,69,63,56,70,
242506591860661933721113088928075776297,74315778768987588020924536307985442963,63,61,67,65,63,58,63,62,72,66,58,
69893576281446927290616543249052508436,231840520030285149636275733153967504522,56,71,62,62,66,54,67,62,70,58,72,
110854301403903067112985910574752651668,135456189795271087186106388626482014743,56,63,66,58,60,55,66,49,61,67,67,
106852575220433417295743221844561632520,288075402512314284120909597872888122359,59,55,64,69,59,73,58,65,58,59,64,
312316445682111832665949418160558579792,336207228029100211540939459966562555501,68,70,68,71,52,71,65,74,72,61,64,
207866762529869606127389726550702181222,115326473332331714640655841205536460791,64,59,66,63,55,63,58,69,70,68,65,
23663931998732112497563355574768267043,246529024390395506283331984153543626075,70,65,64,64,65,77,71,66,65,69,71,
263470973097420445664042073541840485995,132236577374965038813818930847350713666,72,64,73,70,64,74,55,56,59,72,70,
292440183655843261323494625795096474561,55714357098207958788992996217332725798,66,63,61,53,64,67,67,68,64,61,63,
32007408217505928898526740793611194458,127430555349407323268388720648624137571,63,67,66,73,56,64,62,66,67,74,76,
296591933484666104348182269717447927304,218643238612675417690287774617141018079,58,69,65,55,63,66,64,65,67,58,66,
77272449952741395928740756148611412961,210091064695733503129115601121097916753,53,56,70,69,55,65,63,65,57,65,61,
1490524797466096073216448774204286493,202213760327144740360236155457396331668,66,68,61,68,51,72,63,64,73,68,58,
144975639400014974907811937141290325282,168674034857537632913789311462322892952,62,61,62,72,63,74,61,67,72,60,61,
190482552827473377093718451776323779101,62573856980134443290094359007822845469,63,59,65,54,71,59,65,55,68,63,59,
120108825673045214778197105118120069220,177998021094203180868390250581975574620,53,55,65,61,63,58,71,64,65,59,51,
200059789573687746581970003003638621312,138323563421068056547912868858804576680,58,64,64,61,66,67,61,68,69,61,52,
184983380474165010806806482580127843561,230695457118131903161834590248875368809,57,68,68,71,64,60,66,70,60,68,63,
4508447574078377203450877026283022515,182906064507206946910437907810792835650,56,61,69,64,69,64,64,59,72,64,61,
33156717380527295421211072967289947132,235147572672339771959648650719086850796,61,60,68,56,75,58,55,65,73,62,67,
280425230840306034933279498645352256428,27595986686370354005865231851913594220,68,64,59,61,64,65,68,67,57,75,61,
141689398668055420491439705488958032082,161333595415891129587541724367078834925,62,64,67,55,69,67,67,74,63,64,60,
20769935889330685600507068343338695985,305828477250957633717256912863253573997,67,63,64,46,71,70,57,55,75,65,56,
289725224592305934497662182615177372260,62441408170938712434630674567447876075,61,76,67,68,59,62,60,68,70,65,63,
2989295259444777214512907240544122036,55690445973839086432766188637146834167,59,66,68,74,58,60,57,57,59,58,67,
263739863257485329142846852931391645531,216939031330823630019933867573750085931,70,63,71,58,73,63,71,63,62,69,64,
198047321197950764404283265992621311300,315760316686957924855931990463088811424,66,63,59,69,63,70,58,57,61,62,68,
304912573239472549767318595800148883399,131428584863944302050450347214150163958,58,58,63,68,69,64,62,55,49,64,71,
124232673110497286363604337432492982894,66305927555611672020478685889949446005,62,76,70,64,67,64,63,66,59,58,62,
183173703807203324804669342581379147524,320353971230264020908050329596361912055,68,63,59,69,65,72,74,57,72,56,67,
225532404839323401578276252985965504799,112290281654397953936750688975793122658,65,58,66,60,64,63,72,63,69,62,63,
321872433132522461964693554206946957893,31825114846126491584738869050922722719,68,65,62,67,67,68,63,57,64,73,67,
168180356001340991545415738831306992955,271354196842518283778999122445125262944,58,61,71,66,64,59,67,61,64,57,66,
268218567075530175739945272430183773779,53304297327700053097454152354535573786,75,65,57,48,55,59,70,65,66,62,62,
110762923660808771866999687914420389458,45218054554712870547816467760492062655,63,74,74,62,63,63,72,70,66,63,68,
9899940606617064228682407814618250948,27773077335957396307282989581933221860,70,60,65,60,71,63,53,58,65,72,63,
33449827221172194837741577555554565426,106218222798273118215140893794704277035,61,67,59,76,55,72,70,67,58,75,71,
27502714924431192234634696736750088021,254442499491532868997450487657705500907,59,67,66,64,65,65,74,60,62,67,74,
285194214355037048219169102848489795752,8174042297173507280930026714989029440,57,62,63,60,68,68,58,71,68,59,64,
209238246352167280399256656858570771344,212850176435098081170446540560914559416,62,65,73,65,60,61,63,74,67,57,65,
184373405703399520341844416066050565048,209207347942668288130629017588285479331,59,55,63,67,61,56,77,57,65,70,74,
167832960890742931908792449810449634668,167198194902728790509688607723412833798,67,64,58,69,63,55,60,68,73,65,63,
106156029011267495636615726872001773497,78580944056715032102202673884353427880,73,76,66,74,72,54,63,69,58,72,67,
56430094063151585617681951695898368293,175304600807140278789701326361331274003,60,64,68,63,75,63,73,80,70,61,52,
291026822928396358787689070673390255262,74046495884137784242080415557665951955,58,64,72,60,62,51,64,61,64,60,63,
118403823874788820484525634824118251701,202199338971804395476176198677937276576,55,62,65,67,63,64,59,68,65,63,58,
